BLKGRP,PROVIDERS
440050403031,43.816157542499845
440030219022,20.48859931071044
440070017003,12.922074607501619
440070001023,12.266774457901109
440070105013,13.045135649434545
440070009002,10.891825525722421
440010306023,26.212405525079948
440070105022,12.590596157408852
440090510005,91.88475614312388
440070124012,14.425121773726305
440030214013,17.485652996456082
440070023005,11.528804012358494
440030222022,24.340146586168085
440070118001,14.736520100686786
440070151002,14.201871943096311
440070037004,10.325935788264056
440030206043,27.90911644239997
440070035002,11.036181442241631
440070116002,16.41765083180291
440070018003,12.892041744702313
440070178003,34.13468651191532
440070117021,16.210042335312288
440070124011,13.516879337856455
440070167001,15.371456966519954
440090508011,87.08479732230577
440070106004,14.71021659855914
440070153002,17.025037500487368
440070020003,13.022323077635296
440030201013,28.22521650991889
440070027004,11.409442436807703
440030203002,24.370905680210015
440070031003,10.808455758515251
440030214023,19.0518418499956
440070009001,10.457207411301713
440070137014,12.422023996426498
440070021024,11.938776680511332
440070140002,12.105849205968898
440070137011,11.337666918042956
440030215011,18.830253632238367
440070014002,11.261807829748552
440070035001,10.782883275960954
440070011002,10.265186683777287
440030209041,28.615562883731908
440070028002,12.712023685824015
440070142001,17.49638702823557
440070117012,17.808196910069434
440090508012,88.38516054553448
440070036011,10.500200907638876
440070007002,10.472844302422462
440070138004,12.881204997028675
440030217003,22.275160751713905
440070016005,12.564730033966413
440070137021,12.496258777348087
440070120005,13.632980046199007
440030201021,25.557910750064092
440070112003,17.89324888097784
440070013002,11.37484214032507
440070005002,11.01828521331609
440090501042,28.76733242887506
440070101012,14.583792999760472
440050405003,52.97487650063859
440030219033,21.61846274816942
440070026003,10.597491277325858
440070001014,12.69109861339308
440090515024,54.48645492362396
440030219013,21.31531333791968
440070107024,17.0346349958796
440030201023,26.114186928183784
440070016001,12.585296313276913
440050403042,49.39499113677286
440030223004,18.127930320819022
440010304001,23.51577888666684
440070173002,36.09525710465525
440050402001,49.24412034681243
440070004003,10.832273239285817
440070003002,10.914580975321643
440070027003,11.045448669341958
440070131021,31.679360795424518
440070165003,14.001247309357726
440070011003,10.57673426370289
440050413002,42.76113983048696
440030223002,21.341494494746012
440010309022,26.429238718719677
440070135001,12.928491440768587
440070158002,17.398690629907154
440070017001,12.844227547045241
440070031002,11.01558825173808
440070113021,21.69512929446063
440070005003,11.604558957884517
440070024001,12.046414678489244
440070154002,17.058102688403256
440070155004,17.862990046373827
440030208003,51.05285338770481
440070014001,11.033943304119918
440070126025,20.23558962517335
440030221003,21.339225828492573
440070020004,12.537525877314405
440070184001,34.68036135962798
440070014003,11.384526268567006
440070118004,13.454642815627695
440030217004,21.545004476208295
440070013004,11.673524453279368
440030206013,27.539684586617888
440070101021,16.253917370148393
440099901000,41.55858247806108
440010307004,29.567322371858143
440070157001,18.38029744290313
440070018001,13.513670812447426
440070135005,12.519564823799655
440070138005,13.302959198959803
440090513051,55.41158107146217
440070019001,11.280208777805381
440070173001,36.79262842358304
440070029003,12.037012664132455
440030209014,29.34454673282365
440070145023,14.062590427495493
440070183001,34.63916374099041
440050401031,32.75980494441443
440050405001,50.47650895919985
440050408002,55.733252533401604
440050406004,53.611394151949256
440050407001,53.31552146810122
440050408003,56.418447254883745
440070114031,30.456766735628708
440070112005,18.9847960161307
440070113022,20.029093072335613
440070101022,16.161326541062813
440070102005,11.627845523537196
440070103002,13.424090555207444
440070104004,11.427667584816758
440070159002,17.09225705938607
440070163002,13.227904036878964
440070165001,13.429896076386996
440070170003,15.517484023627025
440070001011,12.552109719564845
440070002003,11.045578342202996
440070104002,12.281519109278667
440070106005,15.353790424837813
440070107012,15.71032963065594
440070122002,20.884262854531894
440070124013,14.301208136224073
440070124022,13.95962994797674
440070117022,15.724067305823727
440070120001,13.090522814394856
440070121023,13.082651563218255
440070128022,32.02193009368142
440070150002,14.992131429713616
440070155003,17.511388899333543
440070156001,17.518315044686684
440070158003,17.447590718255352
440070158005,17.44153524637882
440070129003,46.2785445649131
440070110002,16.172291413271953
440070110001,16.703563577655274
440070134002,13.198644653410758
440070136001,12.921081409314704
440070137023,12.720654880339215
440070138002,12.797223888737786
440070140001,11.921110707764347
440070003003,10.88851664856148
440070004004,10.996227070878888
440070008002,9.97959282525143
440070012001,10.83737447378711
440070015002,11.369542596654046
440070016007,13.079010874393143
440070018005,13.467898182701626
440070019004,11.948413385934607
440070021022,12.32653939559235
440070022003,11.318275240504502
440070023006,11.943284083225107
440070024003,12.061585458337412
440070025001,10.45076388940515
440070027001,11.741108427159553
440070031004,10.509688704669651
440070032002,11.667196895819044
440070033003,12.131645714788833
440070035003,10.842736359265523
440070036022,10.787538408744853
440070126024,17.035952201736098
440070127021,21.61489011160398
440070175002,33.52415553383631
440070177002,31.94068620202395
440070179002,33.935799811374174
440070181001,36.21993004849181
440070185002,32.51397638184943
440070001012,12.898842966292749
440070141004,11.973270516876473
440070143001,13.702872172206984
440070144003,17.243113630337678
440070146001,18.472470225930426
440070147005,13.679676254997784
440030217001,22.006560796958627
440030219012,21.079407852414707
440030222014,25.045518735462494
440030203003,25.02729923742787
440030203004,25.30058935843557
440030205003,22.335296642699628
440010303002,21.21008172512427
440010307003,30.276431065026298
440010309011,28.40451395209493
440010309024,29.295368360454734
440030207011,46.46081258223505
440030209012,27.458630602699877
440030210023,14.572445810992944
440030206041,27.301139935832268
440030212002,15.16894129989922
440030214022,18.353026040112727
440090513021,72.24253344274592
440090515021,53.25503894230199
440090515041,73.297109443445
440050401023,40.297421737777384
440050413003,44.417173384708775
440050416012,36.93418889846062
440030203005,25.78427435989612
440070021012,12.105661031226328
440070146003,19.27872940600514
440070121031,14.46354211347874
440070108003,15.860158899096506
440070140005,13.287354438788734
440070035004,11.47822607444051
440070121043,15.487813866588654
440070014004,11.264553088087318
440090512022,61.823656743031385
440090512012,61.523567363521096
440090510003,95.99053653455704
440090501022,36.654377946202615
440090511011,87.04505601765263
440090501034,32.926193810110476
440090503013,42.546879916634886
440090515043,71.02295888901736
440090513023,72.96367506629242
440090515025,51.951056203281524
440070180003,34.72294354677996
440070109002,16.606134958645566
440070135002,12.697856292112794
440070016002,12.313670502029893
440010307002,29.70072645546375
440050406002,53.10804838183033
440070184004,33.613297476106226
440070119011,13.387961688502868
440070134001,13.165542184506604
440070145021,14.605891854206115
440070147004,12.729693665528213
440070170002,16.798775681109767
440030203001,23.94517469551269
440030215013,19.90581838240706
440070177001,32.042247815341035
440070160002,16.105405122496137
440010305002,25.08159685094886
440070027002,11.672989098513437
440070122004,19.999818647258227
440070174001,36.186866110877865
440070011001,10.495889291506534
440030214021,17.713693260548922
440050411001,52.56106072247368
440070109001,17.406322291547394
440070163003,13.90351044372809
440070157004,18.105319552050368
440090504021,42.51214180725982
440070178002,33.72528275317378
440070106003,14.655300147765455
440070141002,12.680324735144612
440070161004,14.204222443685826
440070139001,13.818159474192553
440030201022,27.18787024743144
440070024006,12.231787352474358
440070126021,19.98407101763477
440070161003,13.940772076597245
440070019005,11.802623306961166
440070155001,18.10243931627853
440070125002,15.183689129500832
440070101013,13.516367564767876
440090508013,89.98931549825542
440050410002,56.08824752798449
440070151001,14.599895327851454
440070108001,16.660061489397066
440030210012,13.388373237823675
440070185001,33.8569535258038
440070147002,12.527585207426275
440070169003,16.968767860388333
440070118002,13.630728303834786
440070157002,17.91042518387476
440030217002,22.88493753301567
440070112002,18.579090231998943
440070147006,13.518109005060694
440090508015,88.28646463640871
440070021011,12.384070592406369
440070034004,11.258238572409015
440030221004,20.82390197144938
440070029002,12.150199154371009
440070174003,34.99394974128714
440070178001,33.36496975330616
440070152002,15.487088593933393
440050405002,51.81422407076321
440030206032,30.895328332864565
440030210022,13.835864548806924
440030215012,20.02097014380241
440050407003,54.343521906209325
440070112001,19.53428284402269
440070101011,15.67241552436752
440070159003,16.82516342641335
440070165002,13.311869636411569
440070105024,14.496712193369616
440070123003,16.876949211015848
440070121042,16.068661455753762
440070129004,43.80622884876128
440070137022,12.960227829508215
440070013001,11.526599304498761
440070019003,12.14955200234354
440070026002,10.774661543367262
440070142003,18.347629253574627
440070147001,13.014243901077617
440010307001,29.719064654990763
440090511022,77.53418757479696
440090515042,71.6687829217456
440050412001,50.25286363265937
440070010002,11.127107824013938
440070154001,17.214369120403838
440070121032,14.756875194444136
440070012002,11.26191828633726
440090510001,98.00698359436942
440090511023,78.21922348385938
440070116004,19.20313982721704
440070126023,18.1942205883163
440070028001,12.266648176351199
440030209033,34.7472596172232
440070118005,14.322290559927485
440070002004,11.149492769890456
440070171004,15.001823310485175
440030219021,19.641359652081267
440030211002,14.516172738940421
440070124016,14.170466575494725
440070036023,10.233949046243938
440070105021,13.161434793916168
440070126011,24.639508873650154
440090513024,74.88054325067472
440070102007,11.457406671081154
440070170004,15.656213964877475
440090510002,89.46831378518198
440070157003,17.931228028448352
440070137012,12.114223232915831
440070140004,12.712016139403836
440070019006,11.444187698798938
440070032001,12.002973885141024
440070037003,10.630875794132773
440090515033,66.66000656275085
440070113023,21.435502963593066
440070132013,23.4095834963003
440070125003,16.458346701207066
440070151003,14.119068787612125
440090503011,39.860051810160854
440070141003,12.04187052457145
440070107025,15.772569650069348
440070102006,11.873642496399373
440030206014,25.66141629501095
440070023004,11.625622534604178
440090415001,109.46730472303642
440070113013,20.898684834740244
440030219032,23.188456661299053
440090512011,59.722008743222176
440070145012,16.520857545097233
440050401032,44.81226014051956
440070126026,16.900583716249347
440010308004,32.109880171972065
440070026001,10.440587969933086
440070164002,13.317547881207584
440070184003,34.95831880543505
440070128013,38.5442673085227
440039800001,18.248367803950593
440090507001,61.26677364955117
440070175001,34.20207785633602
440090506002,66.43248220889707
440070007003,10.458133803385321
440050417011,42.200224768186985
440090515044,67.17368726613928
440090513041,68.8087863482932
440030206021,29.626550716682647
440070132023,30.44007168349699
440090505002,55.98656046065929
440070001013,12.203642228969185
440050401022,49.4403922461353
440010302001,18.533839260864386
440090504011,44.65199675695772
440030206042,26.404723030834827
440030215022,22.472822718539916
440070005001,11.318627747825232
440030207032,34.864647066475165
440070175003,32.93825867503049
440070141001,12.49418788955282
440090513063,58.596171886047784
440030214012,18.074911403165245
440050403022,51.82540579729202
440010306024,25.046708585033496
440010302003,21.003251082973613
440090511021,70.46691399602042
440070136002,13.244064711317625
440070021013,11.88430692055017
440070119021,14.603851360257918
440070114014,25.659858426677236
440010301004,17.40828928567179
440030213002,17.066402057801877
440070031001,11.341560260484785
440070179003,34.278498734730746
440070123002,15.027837820294225
440070119012,13.169407093135009
440050416011,38.21645865456095
440050409004,57.639626635801385
440030224001,27.56849411477641
440050409003,57.06061746801456
440050401036,42.80990362044344
440050413001,47.67078710395256
440030220001,22.71942649588971
440070139003,14.458864345724706
440030213003,15.163817702296589
440070034002,12.352376054420883
440070117013,17.62065196247041
440070037002,10.658012221282851
440030205001,20.915061083878637
440030215014,20.98085886791465
440070122003,18.834824058156237
440050416021,40.04092728525381
440010303003,19.215005189501394
440070115001,23.761321097319865
440030222023,26.67899751355389
440010302002,20.06735667420368
440070133003,45.01949335487347
440070104001,12.317074281781805
440090504023,46.01328040267896
440070036012,10.5939967086767
440030222012,25.291161259665355
440070003001,10.629593117612313
440050403041,47.65243679127601
440030220003,24.36151053711604
440070169001,16.562377362217646
440070015001,11.207134612098425
440030206012,25.301557763966173
440070033001,13.03238658493072
440050407002,54.53866343087776
440070114032,29.431027022312374
440070115002,27.56672544490492
440030221002,20.21905779814472
440070133004,38.01424518217031
440070128031,31.158286105637806
440030202003,26.67709237140513
440030202001,23.40959456818295
440030206033,32.27776248515501
440030201012,29.095856397814394
440030209011,27.39002735883409
440030209042,31.190692927754426
440030222013,26.957481896685124
440030210021,14.153130246772172
440030211004,16.549818324737164
440030211001,13.735646529960412
440030212001,14.503830799478415
440030213001,15.615884148333723
440030206011,24.02848696690151
440030206031,30.088848643278947
440030215021,21.165080966834715
440030215024,21.731802823550684
440070143002,13.661709653688199
440070143004,14.327858851075082
440070144002,16.285996587927226
440070128032,31.35651405905644
440070121022,13.49633702722122
440070147003,12.826137728900127
440070148001,13.91501549679961
440070004002,10.798235772496138
440070007001,10.430037151364614
440070012003,10.928305915977838
440070134003,14.07940810418931
440070013003,11.454756594268035
440070015003,11.18387950398067
440070016003,12.210371113072586
440070018006,13.476508819119832
440070018004,13.345902025739392
440070019002,11.740776225513466
440070021021,12.142566488655973
440070021023,11.738527312897302
440070022004,11.32928275962375
440070022002,10.962843083082493
440070023003,11.404950050185162
440070024002,11.891225881434712
440070025002,10.613205101966123
440070031005,10.204697382467968
440070127012,27.06530865000635
440070127013,22.98955828235104
440070135004,12.878280665801976
440070137013,12.16939371398074
440070138001,12.858750360390776
440070139002,13.949175541233675
440070140003,12.693876918828222
440070028004,11.87753542519995
440070028003,12.048980564788135
440070032003,11.91875003149893
440070033002,12.54933014168238
440070033004,11.888128753944994
440070034001,13.323587028919954
440070132011,25.50652363097757
440070127023,20.713312917817024
440070173003,36.49513661101045
440070176001,34.70070764181376
440070176002,33.812456784490394
440070177003,32.85278720164072
440070179001,34.571278956704035
440070180001,35.596975789507844
440070182002,34.908047538104874
440070184002,34.4141495205313
440070185003,31.804786296897923
440070001021,12.283530272610927
440010304003,21.16677537184522
440070037001,11.111287000096626
440070126012,20.40257646406138
440070126022,18.181965938262085
440010308003,31.962788350190454
440010308001,30.292358460311075
440010309012,29.856078033466567
440010309013,31.14142198990644
440010305001,24.32775569577771
440010301003,18.745049961587032
440010303001,22.38266690443853
440010306022,27.151498133912142
440030204001,22.59023448166158
440030205002,22.190834437371425
440030216001,23.219707437448346
440030217005,21.389888400288182
440030218002,20.66117162356796
440030219011,19.429230175595073
440030219031,22.141763011164304
440030222021,22.713655125783443
440030221001,18.605669069488453
440070114033,27.585246007802834
440090503022,43.11460664379799
440090501035,32.72790893092999
440090513026,68.4045573602541
440070121024,13.868060875088847
440070110003,15.759569911009006
440070002002,11.290349912153596
440070117023,16.53002365328814
440070131011,40.4054652260775
440070131022,32.654355688502854
440070128011,39.77086568383743
440070128021,34.8508389154515
440070150001,14.762259980363407
440070152001,16.051729984678776
440070153001,17.346555825231107
440070156002,17.15171061571905
440070158004,17.156607906830498
440070129001,42.95849392643185
440070130023,40.88110408653696
440070130012,49.094010023861024
440070130013,48.72114938480234
440070133002,45.19511655582279
440070131023,25.956468752181753
440070123001,15.328462019726894
440070124015,15.479760682865852
440070124021,14.489495186422491
440070116001,20.93826707943024
440070117011,17.842436182751147
440070024005,12.547994279339207
440070120002,12.709824986824934
440070120004,13.255270620760394
440070121041,14.479693015457563
440070161001,15.029001682926989
440070163001,13.300835179427335
440070164001,13.964488954156552
440070168001,16.675197186769644
440070168002,16.232558486680883
440070171003,14.900079808469648
440070001024,11.965585061391954
440070003004,10.905580595631717
440070003006,10.862055443876413
440070105023,14.714890056983053
440070106006,15.791767918296785
440070106001,16.401332464732246
