BLKGRP,PROVIDERS
440050403031,2.560590119065119
440030219022,1.5451163021548795
440070017003,0.8200808649413144
440070001023,0.8284772266420962
440070105013,0.6819489946357229
440070009002,0.32834323466566373
440010306023,0.8787174420679087
440070105022,0.4194854315345092
440090510005,3.133345766275652
440070124012,0.9216576756693641
440030214013,0.7335757725985406
440070023005,0.6380912030307769
440030222022,1.4328758118334648
440070118001,0.8146229415232542
440070151002,0.4297742957225988
440070037004,0.4106215591928642
440030206043,1.4578418757728042
440070035002,0.5835266500849731
440070116002,1.92796156751946
440070018003,0.7817112579992691
440070178003,0.5482301598688067
440070117021,0.8907672113401077
440070124011,0.742766818992768
440070167001,0.6379272299525639
440090508011,1.3770870741586712
440070106004,0.9514755121645114
440070153002,0.3808965304405077
440070020003,0.9457027252895106
440030201013,1.0927758441678748
440070027004,0.6225606326011974
440030203002,0.6862589601498357
440070031003,0.5633377181128991
440030214023,1.2582907699878936
440070009001,0.4932430727346212
440070137014,0.46868027738491536
440070021024,0.5736201548613524
440070140002,0.5498994395273752
440070137011,0.7811095271884684
440030215011,1.4828843301827745
440070014002,0.5940313148235854
440070035001,0.3690771121103181
440070011002,0.44028293127688245
440030209041,1.6085854273632463
440070028002,0.8663349183543214
440070142001,0.5440992105260712
440070117012,1.03825786924089
440090508012,0.9110619890932057
440070036011,0.6315591878774487
440070007002,0.4081703709703728
440070138004,0.44450564796658665
440030217003,1.5853432891728556
440070016005,0.703864973016307
440070137021,0.3918386723865643
440070120005,0.6047732306296996
440030201021,0.8156589374323042
440070112003,0.8559305444161416
440070013002,0.4628115549013754
440070005002,0.5224062549113986
440090501042,2.36941055742403
440070101012,1.13145896272531
440050405003,0.6053240107022495
440030219033,0.8313620889290337
440070026003,0.5916267802963134
440070001014,0.40091101590788514
440090515024,1.308031238086831
440030219013,0.5099354639872016
440070107024,0.8461245190175118
440030201023,1.021462047224383
440070016001,0.598906269590687
440050403042,0.8966355571092844
440030223004,0.8316109871303986
440010304001,1.086985419519185
440070173002,0.8225895591033663
440050402001,1.2362870604879168
440070004003,0.3204297117390135
440070003002,0.31887906422444967
440070027003,0.8652511398678276
440070131021,4.421024375567214
440070165003,0.4534125484921073
440070011003,0.24895096093539104
440050413002,1.8485829025223974
440030223002,1.74384148906836
440010309022,1.1953907049702417
440070135001,0.60519151140346
440070158002,0.6102408103421256
440070017001,0.78087080923391
440070031002,0.3342687688570354
440070113021,1.2834840178270903
440070005003,0.8896736666032531
440070024001,0.6052506021075297
440070154002,0.42930524492895267
440070155004,0.7805510127197284
440030208003,6.5394124504916835
440070014001,0.6513313530721279
440070126025,2.875400513939198
440030221003,1.5795118683403793
440070020004,0.5662387106940182
440070184001,0.7426928386457018
440070014003,0.7482180378695051
440070118004,0.5843973098837163
440030217004,1.0594998284173764
440070013004,0.6981600697304808
440030206013,1.718171242018236
440070101021,0.8164008119712264
440099901000,1.7711459081826337
440010307004,0.5794490726917972
440070157001,0.8532334968548163
440070018001,1.1168107944016024
440070135005,0.5137612895891543
440070138005,0.6419902131568875
440090513051,3.645434943065271
440070019001,0.4055064146499293
440070173001,1.0984625507365098
440070029003,0.7413997591697155
440030209014,0.7861196944935581
440070145023,0.5693905720401401
440070183001,0.48167333023890696
